employee_id,effective_date,job_function,job_level,pay_rate_type,location,max_tenure,max_role_tenure,max_promotions,employee_status
17483,2023-10-01,Engineering,L4,Salary,NewYorkCity,365,365,1.0,Terminated
17484,2023-07-01,Sales,L5,Salary,Seattle,273,273,1.0,Terminated
17485,2024-10-01,Engineering,L7,Salary,NewYorkCity,639,639,1.0,Active
17486,2024-01-01,Finance,L6,Salary,NewYorkCity,456,456,1.0,Terminated
17487,2023-10-01,Sales,L6,Salary,Tempe,365,365,1.0,Terminated
17488,2023-07-01,Engineering,L6,Salary,Seattle,273,273,1.0,Terminated
17489,2024-10-01,Sales,L8,Salary,Tempe,639,639,1.0,Active
17490,2024-10-01,Engineering,L7,Salary,SanFrancisco,639,639,1.0,Active
17491,2024-10-01,Engineering,L5,Salary,Seattle,639,639,1.0,Active
17492,2024-10-01,Finance,L7,Salary,SanFrancisco,639,639,1.0,Active
17493,2023-01-01,Sales,L4,Salary,NewYorkCity,90,90,1.0,Terminated
17494,2024-07-01,Engineering,L5,Salary,NewYorkCity,639,366,2.0,Terminated
17495,2024-10-01,Engineering,L4,Salary,SanFrancisco,639,639,1.0,Active
17496,2024-10-01,HR,L4,Salary,Tempe,639,639,1.0,Active
17497,2024-10-01,Finance,L7,Salary,SanFrancisco,639,366,2.0,Active
17498,2023-01-01,Sales,L7,Salary,SanFrancisco,90,90,1.0,Terminated
17499,2024-10-01,HR,L7,Salary,NewYorkCity,639,183,2.0,Active
17500,2024-10-01,Engineering,L9,Salary,SanFrancisco,639,639,1.0,Active
17501,2023-01-01,HR,L4,Salary,SanFrancisco,90,90,1.0,Terminated
17502,2024-10-01,Sales,L7,Salary,NewYorkCity,639,183,2.0,Active
17503,2024-01-01,Engineering,L6,Salary,SanFrancisco,456,456,1.0,Terminated
17504,2024-10-01,Sales,L4,Salary,SanFrancisco,639,639,1.0,Active
17505,2024-04-01,Engineering,L4,Salary,Seattle,547,547,1.0,Terminated
17506,2024-10-01,Engineering,L6,Salary,SanFrancisco,639,183,2.0,Active
17507,2024-10-01,Engineering,L7,Salary,NewYorkCity,639,639,1.0,Active
17508,2024-10-01,Engineering,L5,Salary,SanFrancisco,639,274,2.0,Active
17509,2024-10-01,Engineering,L6,Salary,Seattle,639,366,2.0,Active
17510,2024-10-01,Engineering,L8,Salary,Seattle,639,639,1.0,Active
17511,2024-10-01,Engineering,L5,Salary,Seattle,639,639,1.0,Active
17512,2023-01-01,Sales,L8,Salary,NewYorkCity,90,90,1.0,Terminated
17513,2024-01-01,Engineering,L4,Salary,NewYorkCity,456,456,1.0,Terminated
17514,2024-10-01,Engineering,L6,Salary,NewYorkCity,639,274,2.0,Active
17515,2024-10-01,Engineering,L4,Salary,NewYorkCity,639,639,1.0,Active
17516,2023-01-01,Sales,L5,Salary,SanFrancisco,90,90,1.0,Terminated
17517,2024-10-01,Finance,L6,Salary,SanFrancisco,639,274,2.0,Active
17518,2024-04-01,Engineering,L6,Salary,Seattle,547,547,1.0,Terminated
17519,2024-10-01,HR,L5,Salary,Tempe,639,639,1.0,Active
17520,2024-01-01,Finance,L4,Salary,SanFrancisco,456,456,1.0,Terminated
17522,2024-10-01,Engineering,L4,Salary,SanFrancisco,639,639,1.0,Active
17523,2024-10-01,Engineering,L5,Salary,NewYorkCity,639,274,2.0,Active
17524,2023-07-01,Engineering,L4,Salary,NewYorkCity,273,273,1.0,Terminated
17525,2023-04-01,HR,L6,Salary,Seattle,181,181,1.0,Terminated
17526,2023-01-01,Engineering,L4,Salary,NewYorkCity,90,90,1.0,Terminated
17527,2024-10-01,Finance,L8,Salary,SanFrancisco,639,639,1.0,Active
17528,2023-01-01,HR,L4,Salary,NewYorkCity,90,90,1.0,Terminated
17529,2023-01-01,HR,L4,Salary,Tempe,90,90,1.0,Terminated
17530,2024-10-01,Finance,L5,Salary,SanFrancisco,639,366,2.0,Active
17531,2023-01-01,Finance,L7,Salary,SanFrancisco,90,90,1.0,Terminated
17533,2024-10-01,Engineering,L7,Salary,SanFrancisco,639,639,1.0,Active
17535,2024-01-01,Engineering,L5,Salary,Seattle,456,456,1.0,Terminated
17536,2023-01-01,Sales,L6,Salary,Tempe,90,90,1.0,Terminated
17537,2023-04-01,Finance,L4,Salary,SanFrancisco,181,181,1.0,Terminated
17538,2023-07-01,Sales,L4,Salary,NewYorkCity,273,273,1.0,Terminated
17539,2024-01-01,Engineering,L4,Salary,SanFrancisco,366,366,1.0,Terminated
17540,2024-10-01,HR,L5,Salary,Seattle,549,549,1.0,Active
17542,2024-01-01,HR,L6,Salary,SanFrancisco,366,366,1.0,Terminated
17543,2024-10-01,HR,L5,Salary,SanFrancisco,549,549,1.0,Active
17545,2024-10-01,Engineering,L5,Salary,Seattle,549,549,1.0,Active
17546,2024-04-01,Engineering,L8,Salary,SanFrancisco,457,457,1.0,Terminated
17548,2024-07-01,Engineering,L4,Salary,Seattle,549,549,1.0,Terminated
17549,2024-10-01,Engineering,L4,Salary,NewYorkCity,549,549,1.0,Active
17551,2024-10-01,Engineering,L10,Salary,SanFrancisco,549,549,1.0,Active
17552,2024-10-01,Engineering,L5,Salary,SanFrancisco,549,549,1.0,Active
17553,2024-10-01,Sales,L6,Salary,Seattle,549,549,1.0,Active
17555,2024-10-01,Engineering,L4,Salary,Seattle,549,549,1.0,Active
17557,2024-10-01,Engineering,L6,Salary,Seattle,549,549,1.0,Active
17558,2024-07-01,Engineering,L5,Salary,NewYorkCity,549,549,1.0,Terminated
17559,2024-10-01,Engineering,L5,Salary,Seattle,549,549,1.0,Active
17560,2024-10-01,Finance,L5,Salary,SanFrancisco,549,549,1.0,Active
17561,2024-10-01,Engineering,L8,Salary,Seattle,549,549,1.0,Active
17563,2024-01-01,Engineering,L4,Salary,NewYorkCity,366,366,1.0,Terminated
17565,2023-07-01,Sales,L5,Salary,SanFrancisco,183,183,1.0,Terminated
17566,2024-10-01,Engineering,L4,Salary,Seattle,549,549,1.0,Active
17567,2024-07-01,Engineering,L6,Salary,SanFrancisco,549,549,1.0,Terminated
17568,2024-10-01,Engineering,L8,Salary,Seattle,549,549,1.0,Active
17569,2024-10-01,Engineering,L6,Salary,NewYorkCity,549,549,1.0,Active
17570,2024-10-01,Engineering,L4,Salary,SanFrancisco,549,549,1.0,Active
17571,2024-01-01,Engineering,L4,Salary,Seattle,366,366,1.0,Terminated
17572,2024-01-01,Engineering,L6,Salary,SanFrancisco,366,366,1.0,Terminated
17573,2023-07-01,Sales,L4,Salary,Tempe,183,183,1.0,Terminated
17574,2024-10-01,Engineering,L6,Salary,SanFrancisco,549,549,1.0,Active
17576,2024-01-01,Finance,L5,Salary,SanFrancisco,366,366,1.0,Terminated
17577,2023-04-01,Finance,L6,Salary,SanFrancisco,91,91,1.0,Terminated
17578,2024-10-01,Engineering,L4,Salary,NewYorkCity,549,549,1.0,Active
17579,2024-01-01,Sales,L5,Salary,NewYorkCity,366,366,1.0,Terminated
17580,2024-04-01,Engineering,L5,Salary,NewYorkCity,457,457,1.0,Terminated
17581,2024-07-01,Finance,L4,Salary,SanFrancisco,549,549,1.0,Terminated
17582,2024-10-01,Engineering,L5,Salary,Seattle,549,549,1.0,Active
17583,2023-04-01,Sales,L5,Salary,NewYorkCity,91,91,1.0,Terminated
17584,2024-10-01,Engineering,L4,Salary,NewYorkCity,549,549,1.0,Active
17585,2023-07-01,Finance,L4,Salary,SanFrancisco,183,183,1.0,Terminated
17586,2024-10-01,Engineering,L6,Salary,NewYorkCity,549,549,1.0,Active
17587,2024-10-01,Engineering,L8,Salary,NewYorkCity,549,549,1.0,Active
17588,2023-10-01,Engineering,L4,Salary,SanFrancisco,275,275,1.0,Terminated
17589,2024-10-01,Engineering,L4,Salary,Seattle,549,549,1.0,Active
17590,2024-10-01,Engineering,L6,Salary,Seattle,549,549,1.0,Active
17591,2024-10-01,Sales,L5,Salary,Seattle,549,549,1.0,Active
17592,2024-10-01,Engineering,L4,Salary,NewYorkCity,549,549,1.0,Active
17593,2024-10-01,Engineering,L4,Salary,Seattle,549,549,1.0,Active
17594,2024-10-01,Engineering,L5,Salary,NewYorkCity,549,549,1.0,Active
17595,2024-10-01,Finance,L4,Salary,SanFrancisco,549,549,1.0,Active
17596,2024-10-01,Engineering,L7,Salary,SanFrancisco,549,549,1.0,Active
17597,2024-10-01,Engineering,L6,Salary,Seattle,549,549,1.0,Active
17598,2023-07-01,Sales,L4,Salary,SanFrancisco,183,183,1.0,Terminated
17599,2024-07-01,Engineering,L5,Salary,SanFrancisco,549,549,1.0,Terminated
17601,2024-10-01,HR,L5,Salary,Seattle,549,549,1.0,Active
17602,2024-10-01,Engineering,L6,Salary,SanFrancisco,549,549,1.0,Active
17603,2024-10-01,HR,L4,Salary,SanFrancisco,549,549,1.0,Active
17604,2024-10-01,Engineering,L4,Salary,Seattle,549,549,1.0,Active
17606,2023-07-01,HR,L7,Salary,Tempe,183,183,1.0,Terminated
17607,2023-04-01,Engineering,L6,Salary,Seattle,91,91,1.0,Terminated
17610,2024-10-01,Engineering,L4,Salary,SanFrancisco,549,549,1.0,Active
17611,2023-07-01,Sales,L4,Salary,SanFrancisco,183,183,1.0,Terminated
17612,2024-10-01,Engineering,L5,Salary,NewYorkCity,549,549,1.0,Active
17613,2024-10-01,Engineering,L9,Salary,Seattle,549,549,1.0,Active
17614,2024-10-01,Engineering,L7,Salary,NewYorkCity,549,549,1.0,Active
17615,2024-10-01,Finance,L4,Salary,SanFrancisco,549,549,1.0,Active
17616,2024-01-01,HR,L5,Salary,Tempe,366,366,1.0,Terminated
17617,2024-04-01,Engineering,L6,Salary,NewYorkCity,457,457,1.0,Terminated
17618,2023-07-01,Engineering,L5,Salary,Seattle,183,183,1.0,Terminated
17620,2024-10-01,Engineering,L5,Salary,NewYorkCity,549,549,1.0,Active
17621,2024-10-01,Engineering,L6,Salary,SanFrancisco,549,549,1.0,Active
17623,2024-01-01,Engineering,L5,Salary,NewYorkCity,366,366,1.0,Terminated
17624,2024-10-01,Engineering,L4,Salary,NewYorkCity,549,549,1.0,Active
17625,2024-10-01,Engineering,L5,Salary,NewYorkCity,549,549,1.0,Active
17626,2023-07-01,Engineering,L5,Salary,Seattle,183,183,1.0,Terminated
17627,2024-07-01,Finance,L5,Salary,SanFrancisco,549,549,1.0,Terminated
17628,2023-10-01,Finance,L4,Salary,SanFrancisco,275,275,1.0,Terminated
17629,2023-07-01,Sales,L4,Salary,SanFrancisco,183,183,1.0,Terminated
17630,2024-10-01,Engineering,L5,Salary,Seattle,549,549,1.0,Active
17631,2024-07-01,Finance,L5,Salary,SanFrancisco,549,549,1.0,Terminated
17632,2024-10-01,Engineering,L4,Salary,Seattle,549,549,1.0,Active
17633,2024-10-01,Sales,L5,Salary,NewYorkCity,549,549,1.0,Active
17634,2023-07-01,Engineering,L5,Salary,Seattle,183,183,1.0,Terminated
17635,2024-10-01,Finance,L9,Salary,SanFrancisco,549,549,1.0,Active
17636,2023-04-01,Sales,L6,Salary,Tempe,91,91,1.0,Terminated
17637,2024-10-01,Finance,L7,Salary,NewYorkCity,549,549,1.0,Active
17638,2024-10-01,Engineering,L5,Salary,SanFrancisco,549,549,1.0,Active
17640,2023-07-01,Engineering,L5,Salary,Seattle,183,183,1.0,Terminated
17641,2024-10-01,HR,L5,Salary,Seattle,549,549,1.0,Active
17642,2024-10-01,Finance,L5,Salary,SanFrancisco,549,549,1.0,Active
17643,2024-10-01,Finance,L6,Salary,SanFrancisco,549,549,1.0,Active
17644,2024-10-01,Finance,L5,Salary,NewYorkCity,549,549,1.0,Active
17645,2023-10-01,Engineering,L8,Salary,SanFrancisco,275,275,1.0,Terminated
17646,2024-10-01,Engineering,L7,Salary,Seattle,549,549,1.0,Active
17647,2024-01-01,Engineering,L5,Salary,Seattle,366,366,1.0,Terminated
17648,2024-10-01,Engineering,L4,Salary,Seattle,549,549,1.0,Active
17650,2023-04-01,Engineering,L5,Salary,SanFrancisco,91,91,1.0,Terminated
17651,2024-10-01,Engineering,L7,Salary,NewYorkCity,549,549,1.0,Active
17654,2024-10-01,Engineering,L5,Salary,SanFrancisco,549,549,1.0,Active
17655,2024-10-01,Engineering,L4,Salary,NewYorkCity,549,549,1.0,Active
17656,2023-07-01,Engineering,L6,Salary,SanFrancisco,183,183,1.0,Terminated
17657,2023-10-01,Engineering,L4,Salary,SanFrancisco,275,275,1.0,Terminated
17658,2024-07-01,Finance,L4,Salary,NewYorkCity,549,549,1.0,Terminated
17659,2024-07-01,Sales,L4,Salary,NewYorkCity,549,549,1.0,Terminated
17660,2024-07-01,Engineering,L5,Salary,Seattle,549,549,1.0,Terminated
17661,2024-10-01,Sales,L6,Salary,SanFrancisco,549,549,1.0,Active
17663,2023-04-01,HR,L4,Salary,Tempe,91,91,1.0,Terminated
17664,2024-10-01,Engineering,L6,Salary,Seattle,549,549,1.0,Active
17665,2024-10-01,Engineering,L4,Salary,Seattle,549,549,1.0,Active
17667,2024-10-01,Engineering,L4,Salary,NewYorkCity,549,549,1.0,Active
17668,2024-10-01,Engineering,L5,Salary,SanFrancisco,549,549,1.0,Active
17669,2024-10-01,Engineering,L7,Salary,SanFrancisco,549,549,1.0,Active
17670,2024-07-01,Finance,L9,Salary,SanFrancisco,549,549,1.0,Terminated
17672,2024-10-01,Engineering,L5,Salary,NewYorkCity,549,549,1.0,Active
17673,2024-10-01,Engineering,L5,Salary,SanFrancisco,549,549,1.0,Active
17674,2023-04-01,Engineering,L4,Salary,SanFrancisco,91,91,1.0,Terminated
17675,2024-10-01,HR,L4,Salary,Seattle,549,549,1.0,Active
17676,2023-10-01,Engineering,L8,Salary,NewYorkCity,275,275,1.0,Terminated
17677,2024-10-01,Engineering,L6,Salary,SanFrancisco,549,549,1.0,Active
17678,2024-10-01,HR,L9,Salary,NewYorkCity,549,549,1.0,Active
17679,2024-10-01,Finance,L6,Salary,SanFrancisco,549,549,1.0,Active
17680,2023-04-01,Sales,L6,Salary,Tempe,91,91,1.0,Terminated
17681,2024-01-01,Engineering,L4,Salary,Seattle,366,366,1.0,Terminated
17682,2023-04-01,Sales,L4,Salary,SanFrancisco,91,91,1.0,Terminated
17683,2024-10-01,Engineering,L4,Salary,SanFrancisco,549,549,1.0,Active
17684,2024-07-01,Engineering,L5,Salary,SanFrancisco,549,549,1.0,Terminated
17685,2024-10-01,Engineering,L4,Salary,Seattle,549,549,1.0,Active
17686,2024-10-01,Finance,L6,Salary,NewYorkCity,549,549,1.0,Active
17687,2024-07-01,Engineering,L6,Salary,NewYorkCity,549,549,1.0,Terminated
17688,2024-04-01,Engineering,L5,Salary,SanFrancisco,457,457,1.0,Terminated
17690,2023-10-01,Engineering,L4,Salary,NewYorkCity,275,275,1.0,Terminated
17691,2024-10-01,HR,L7,Salary,Seattle,549,549,1.0,Active
17692,2024-10-01,Engineering,L6,Salary,Seattle,549,549,1.0,Active
17693,2024-10-01,Engineering,L8,Salary,Seattle,549,549,1.0,Active
17694,2023-04-01,Engineering,L4,Salary,Seattle,91,91,1.0,Terminated
17695,2024-10-01,Engineering,L4,Salary,NewYorkCity,549,549,1.0,Active
17696,2024-10-01,HR,L4,Salary,NewYorkCity,549,549,1.0,Active
17697,2024-10-01,Engineering,L4,Salary,NewYorkCity,549,549,1.0,Active
17699,2024-07-01,Finance,L4,Salary,SanFrancisco,549,549,1.0,Terminated
17700,2024-01-01,Engineering,L5,Salary,SanFrancisco,366,366,1.0,Terminated
17701,2024-10-01,Engineering,L7,Salary,Seattle,549,549,1.0,Active
17702,2024-10-01,Engineering,L8,Salary,SanFrancisco,549,549,1.0,Active
17703,2024-01-01,Sales,L4,Salary,Tempe,366,366,1.0,Terminated
17706,2024-10-01,Sales,L9,Salary,Seattle,549,549,1.0,Active
17707,2024-10-01,Finance,L7,Salary,SanFrancisco,549,549,1.0,Active
17709,2023-04-01,Sales,L6,Salary,SanFrancisco,91,91,1.0,Terminated
17710,2024-10-01,Engineering,L8,Salary,Seattle,549,549,1.0,Active
17711,2024-10-01,Engineering,L6,Salary,SanFrancisco,549,549,1.0,Active
17712,2024-10-01,Engineering,L4,Salary,SanFrancisco,458,458,1.0,Active
17713,2024-10-01,Engineering,L5,Salary,Seattle,458,458,1.0,Active
17714,2024-10-01,Engineering,L4,Salary,Seattle,458,458,1.0,Active
17715,2024-10-01,Engineering,L7,Salary,SanFrancisco,458,458,1.0,Active
17716,2024-10-01,Engineering,L5,Salary,Seattle,458,458,1.0,Active
17717,2024-04-01,Engineering,L4,Salary,Seattle,366,366,1.0,Terminated
17718,2024-10-01,Finance,L8,Salary,SanFrancisco,458,458,1.0,Active
17719,2024-01-01,Sales,L4,Salary,Seattle,275,275,1.0,Terminated
17720,2023-07-01,Engineering,L4,Salary,SanFrancisco,92,92,1.0,Terminated
17721,2024-07-01,Sales,L5,Salary,SanFrancisco,458,458,1.0,Terminated
17722,2024-07-01,Engineering,L4,Salary,NewYorkCity,458,458,1.0,Terminated
17723,2024-10-01,Engineering,L6,Salary,Seattle,458,458,1.0,Active
17724,2023-07-01,Engineering,L5,Salary,Seattle,92,92,1.0,Terminated
17725,2023-10-01,Engineering,L5,Salary,SanFrancisco,184,184,1.0,Terminated
17726,2024-10-01,Engineering,L7,Salary,Seattle,458,458,1.0,Active
17727,2023-07-01,Engineering,L5,Salary,NewYorkCity,92,92,1.0,Terminated
17728,2024-01-01,Engineering,L6,Salary,SanFrancisco,275,275,1.0,Terminated
17730,2024-10-01,Engineering,L4,Salary,Seattle,458,458,1.0,Active
17732,2023-10-01,HR,L4,Salary,NewYorkCity,184,184,1.0,Terminated
17733,2024-07-01,Engineering,L8,Salary,NewYorkCity,458,458,1.0,Terminated
17734,2023-07-01,Finance,L4,Salary,SanFrancisco,92,92,1.0,Terminated
17735,2023-07-01,Sales,L5,Salary,SanFrancisco,92,92,1.0,Terminated
17736,2024-10-01,Engineering,L6,Salary,SanFrancisco,458,458,1.0,Active
17737,2024-10-01,Engineering,L7,Salary,NewYorkCity,458,458,1.0,Active
17738,2024-10-01,Finance,L4,Salary,NewYorkCity,458,458,1.0,Active
17739,2024-07-01,HR,L4,Salary,Seattle,458,458,1.0,Terminated
17740,2024-10-01,Engineering,L4,Salary,NewYorkCity,458,458,1.0,Active
17741,2023-07-01,HR,L5,Salary,Seattle,92,92,1.0,Terminated
17742,2023-10-01,Sales,L9,Salary,Tempe,184,184,1.0,Terminated
17743,2023-10-01,Sales,L5,Salary,Seattle,184,184,1.0,Terminated
17744,2023-07-01,Finance,L8,Salary,SanFrancisco,92,92,1.0,Terminated
17745,2024-01-01,HR,L7,Salary,SanFrancisco,275,275,1.0,Terminated
17746,2024-07-01,HR,L5,Salary,Tempe,458,458,1.0,Terminated
17747,2023-07-01,Engineering,L4,Salary,Seattle,92,92,1.0,Terminated
17748,2024-10-01,Engineering,L4,Salary,SanFrancisco,458,458,1.0,Active
17749,2024-10-01,Engineering,L4,Salary,Seattle,458,458,1.0,Active
17750,2024-10-01,Engineering,L4,Salary,SanFrancisco,458,458,1.0,Active
17751,2023-07-01,Sales,L6,Salary,NewYorkCity,92,92,1.0,Terminated
17752,2023-07-01,Sales,L5,Salary,NewYorkCity,92,92,1.0,Terminated
17753,2024-10-01,Engineering,L4,Salary,SanFrancisco,458,458,1.0,Active
17754,2024-10-01,Engineering,L4,Salary,NewYorkCity,458,458,1.0,Active
17755,2023-07-01,Sales,L4,Salary,NewYorkCity,92,92,1.0,Terminated
17756,2024-10-01,Engineering,L4,Salary,Seattle,458,458,1.0,Active
17757,2024-10-01,Engineering,L7,Salary,Seattle,458,458,1.0,Active
17758,2024-10-01,Engineering,L4,Salary,NewYorkCity,458,458,1.0,Active
17759,2023-10-01,Engineering,L6,Salary,NewYorkCity,184,184,1.0,Terminated
17760,2024-10-01,HR,L4,Salary,SanFrancisco,458,458,1.0,Active
17761,2024-10-01,Engineering,L4,Salary,SanFrancisco,458,458,1.0,Active
17762,2024-07-01,Engineering,L5,Salary,NewYorkCity,458,458,1.0,Terminated
17763,2024-10-01,Engineering,L7,Salary,SanFrancisco,458,458,1.0,Active
17764,2024-10-01,Engineering,L6,Salary,NewYorkCity,458,458,1.0,Active
17765,2023-07-01,HR,L5,Salary,SanFrancisco,92,92,1.0,Terminated
17766,2024-01-01,Engineering,L4,Salary,SanFrancisco,275,275,1.0,Terminated
17767,2024-07-01,Engineering,L5,Salary,SanFrancisco,458,458,1.0,Terminated
17768,2024-10-01,Engineering,L5,Salary,SanFrancisco,458,458,1.0,Active
17769,2023-07-01,Engineering,L4,Salary,NewYorkCity,92,92,1.0,Terminated
17770,2024-10-01,Engineering,L4,Salary,SanFrancisco,458,458,1.0,Active
17771,2024-01-01,Sales,L4,Salary,Tempe,275,275,1.0,Terminated
17772,2024-04-01,Engineering,L4,Salary,NewYorkCity,366,366,1.0,Terminated
17773,2024-10-01,Engineering,L5,Salary,SanFrancisco,458,458,1.0,Active
17774,2024-10-01,Finance,L9,Salary,SanFrancisco,458,458,1.0,Active
17775,2024-10-01,Engineering,L6,Salary,SanFrancisco,458,458,1.0,Active
17776,2023-07-01,HR,L4,Salary,Seattle,92,92,1.0,Terminated
17778,2024-10-01,Engineering,L7,Salary,SanFrancisco,458,458,1.0,Active
17779,2023-07-01,Sales,L5,Salary,SanFrancisco,92,92,1.0,Terminated
17780,2024-10-01,HR,L4,Salary,Tempe,458,458,1.0,Active
17781,2024-10-01,Finance,L5,Salary,SanFrancisco,458,458,1.0,Active
17782,2024-10-01,Engineering,L5,Salary,NewYorkCity,458,458,1.0,Active
17783,2024-10-01,Engineering,L5,Salary,NewYorkCity,458,458,1.0,Active
17785,2023-07-01,Engineering,L4,Salary,Seattle,92,92,1.0,Terminated
17786,2024-01-01,Sales,L5,Salary,SanFrancisco,275,275,1.0,Terminated
17787,2024-10-01,Engineering,L6,Salary,NewYorkCity,458,458,1.0,Active
17788,2024-01-01,Engineering,L6,Salary,SanFrancisco,275,275,1.0,Terminated
17789,2024-01-01,Sales,L10,Salary,Seattle,275,275,1.0,Terminated
17790,2024-07-01,Engineering,L7,Salary,SanFrancisco,458,458,1.0,Terminated
17792,2024-10-01,Engineering,L5,Salary,NewYorkCity,458,458,1.0,Active
17793,2024-10-01,Engineering,L5,Salary,Seattle,458,458,1.0,Active
17794,2024-10-01,Engineering,L6,Salary,Seattle,458,458,1.0,Active
17795,2024-10-01,Finance,L8,Salary,SanFrancisco,458,458,1.0,Active
17796,2024-10-01,Engineering,L7,Salary,NewYorkCity,458,458,1.0,Active
17798,2023-10-01,Engineering,L5,Salary,NewYorkCity,184,184,1.0,Terminated
17799,2024-10-01,Engineering,L9,Salary,SanFrancisco,458,458,1.0,Active
17800,2024-07-01,Sales,L7,Salary,NewYorkCity,458,458,1.0,Terminated
17801,2024-01-01,Engineering,L5,Salary,Seattle,275,275,1.0,Terminated
17802,2023-07-01,Finance,L6,Salary,SanFrancisco,92,92,1.0,Terminated
17803,2024-10-01,Engineering,L9,Salary,SanFrancisco,458,458,1.0,Active
17804,2024-07-01,Engineering,L4,Salary,Seattle,458,458,1.0,Terminated
17805,2024-04-01,HR,L6,Salary,Tempe,366,366,1.0,Terminated
17806,2023-07-01,Sales,L5,Salary,NewYorkCity,92,92,1.0,Terminated
17807,2024-10-01,Engineering,L4,Salary,NewYorkCity,458,458,1.0,Active
17808,2024-10-01,Engineering,L4,Salary,Seattle,458,458,1.0,Active
17809,2024-07-01,Sales,L6,Salary,NewYorkCity,458,458,1.0,Terminated
17810,2024-01-01,Engineering,L4,Salary,SanFrancisco,275,275,1.0,Terminated
17811,2024-10-01,HR,L6,Salary,NewYorkCity,458,458,1.0,Active
17812,2024-10-01,Sales,L4,Salary,NewYorkCity,458,458,1.0,Active
17813,2023-07-01,Engineering,L4,Salary,NewYorkCity,92,92,1.0,Terminated
17814,2024-10-01,Engineering,L9,Salary,NewYorkCity,458,458,1.0,Active
17817,2023-07-01,Sales,L4,Salary,NewYorkCity,92,92,1.0,Terminated
17818,2024-10-01,Engineering,L5,Salary,Seattle,458,458,1.0,Active
17819,2024-10-01,Finance,L4,Salary,SanFrancisco,458,458,1.0,Active
17820,2024-10-01,Engineering,L8,Salary,NewYorkCity,458,458,1.0,Active
17821,2024-10-01,Finance,L4,Salary,SanFrancisco,458,458,1.0,Active
17822,2024-10-01,HR,L4,Salary,Tempe,458,458,1.0,Active
17824,2024-01-01,HR,L4,Salary,SanFrancisco,275,275,1.0,Terminated
17826,2024-10-01,Engineering,L7,Salary,SanFrancisco,458,458,1.0,Active
17827,2024-10-01,Engineering,L6,Salary,NewYorkCity,458,458,1.0,Active
17828,2024-10-01,Finance,L4,Salary,SanFrancisco,458,458,1.0,Active
17829,2023-07-01,Engineering,L5,Salary,Seattle,92,92,1.0,Terminated
17830,2024-10-01,Engineering,L4,Salary,NewYorkCity,458,458,1.0,Active
17831,2024-10-01,Engineering,L6,Salary,NewYorkCity,458,458,1.0,Active
17833,2023-07-01,Engineering,L6,Salary,Seattle,92,92,1.0,Terminated
17834,2024-10-01,Engineering,L8,Salary,NewYorkCity,458,458,1.0,Active
17835,2024-10-01,Finance,L5,Salary,SanFrancisco,458,458,1.0,Active
17836,2023-07-01,HR,L5,Salary,Seattle,92,92,1.0,Terminated
17837,2024-10-01,Sales,L5,Salary,NewYorkCity,458,458,1.0,Active
17838,2024-10-01,HR,L4,Salary,SanFrancisco,458,458,1.0,Active
17839,2024-07-01,Sales,L4,Salary,Seattle,458,458,1.0,Terminated
17840,2024-10-01,Engineering,L4,Salary,SanFrancisco,458,458,1.0,Active
17841,2024-04-01,Sales,L4,Salary,Tempe,366,366,1.0,Terminated
17842,2023-10-01,Engineering,L5,Salary,SanFrancisco,184,184,1.0,Terminated
17843,2024-10-01,Engineering,L4,Salary,SanFrancisco,458,458,1.0,Active
17844,2024-07-01,Engineering,L4,Salary,NewYorkCity,458,458,1.0,Terminated
17845,2024-07-01,Engineering,L5,Salary,SanFrancisco,458,458,1.0,Terminated
17846,2024-07-01,Engineering,L5,Salary,NewYorkCity,458,458,1.0,Terminated
17847,2023-10-01,Sales,L5,Salary,NewYorkCity,184,184,1.0,Terminated
17848,2024-10-01,HR,L9,Salary,Seattle,458,458,1.0,Active
17850,2024-10-01,Sales,L5,Salary,NewYorkCity,458,458,1.0,Active
17851,2024-10-01,Engineering,L6,Salary,Seattle,458,458,1.0,Active
17852,2024-10-01,Finance,L5,Salary,SanFrancisco,458,458,1.0,Active
17853,2024-10-01,Engineering,L7,Salary,NewYorkCity,458,458,1.0,Active
17854,2024-07-01,HR,L5,Salary,NewYorkCity,458,458,1.0,Terminated
17855,2024-10-01,Engineering,L6,Salary,SanFrancisco,458,458,1.0,Active
17857,2023-10-01,Engineering,L5,Salary,Seattle,184,184,1.0,Terminated
17859,2024-04-01,HR,L5,Salary,NewYorkCity,366,366,1.0,Terminated
17860,2024-01-01,Sales,L4,Salary,SanFrancisco,275,275,1.0,Terminated
17861,2024-01-01,Engineering,L4,Salary,NewYorkCity,275,275,1.0,Terminated
17862,2024-10-01,Sales,L6,Salary,NewYorkCity,458,458,1.0,Active
17863,2024-10-01,Engineering,L4,Salary,NewYorkCity,458,458,1.0,Active
17864,2024-10-01,Engineering,L6,Salary,SanFrancisco,458,458,1.0,Active
17865,2023-07-01,Sales,L5,Salary,Seattle,92,92,1.0,Terminated
17866,2024-10-01,Engineering,L4,Salary,SanFrancisco,458,458,1.0,Active
17867,2024-10-01,Engineering,L8,Salary,Seattle,458,458,1.0,Active
17868,2024-10-01,Engineering,L6,Salary,SanFrancisco,458,458,1.0,Active
17869,2023-07-01,Finance,L4,Salary,SanFrancisco,92,92,1.0,Terminated
17870,2023-07-01,Sales,L4,Salary,Tempe,92,92,1.0,Terminated
